FILE_NAME,CATEGORY,TOTAL_TOKENS(excluding_spaces),TOTAL_SENTENCES,TOTAL_LINES,TOTAL_WORDS,UNIQUE_WORDS
Citrus--Insect-and-Nematode-Pests-Management.txt,Crop-Production,2645,142,120,2645,885
Citrus--Natural-Enemies.txt,Crop-Production,305,6,45,305,123
Citrus-Pests-.txt,Crop-Production,618,10,81,618,278
Clerodendrum-indicum-.txt,Crop-Production,1336,69,96,1336,563
Clerodendrum-serratum.txt,Crop-Production,659,39,96,659,323
Climate-change-driven-pest-management-strategies.txt,Crop-Production,1672,69,80,1672,633
Clove-Crop-Stage-Wise-IPM.txt,Crop-Production,952,62,242,952,418
Clove-Diseases.txt,Crop-Production,352,22,54,352,174
Clove-Insect-pests.txt,Crop-Production,1032,55,90,1032,424
Clove-Pests.txt,Crop-Production,254,15,47,254,149
Clove.txt,Crop-Production,1605,77,61,1605,639
Cluster-bean.txt,Crop-Production,669,28,57,669,346
Clusterbean.txt,Crop-Production,3099,178,171,3099,892
Cocoa.txt,Crop-Production,1777,86,117,1777,665
Coconut--Crop-Stage-wise-IPM.txt,Crop-Production,1417,62,75,1417,513
Coconut--Diseases-and-Symptoms.txt,Crop-Production,593,34,55,593,255
"Coconut--Insect,-Mite-and-Nematode-Pests.txt",Crop-Production,1209,59,115,1209,528
Coconut--Natural-Enemies.txt,Crop-Production,64,1,32,64,45
Coconut-cultivation-in-Kerala.txt,Crop-Production,967,45,31,967,395
Coconut-cultivation-practices.txt,Crop-Production,4552,256,431,4552,1461
Coconut-Pests-.txt,Crop-Production,356,5,72,356,204
Coconut.txt,Crop-Production,776,49,97,776,362
Coffee-Beneficial-Insects.txt,Crop-Production,25,1,13,25,21
Coffee-Crop-Stage-Wise-IPM.txt,Crop-Production,2104,90,362,2104,813
Coffee-Diseases.txt,Crop-Production,894,48,127,894,367
Coffee-Nutritional-Deficiencies.txt,Crop-Production,861,36,92,861,355
Coffee-Pests.txt,Crop-Production,430,15,71,430,223
Coffee.txt,Crop-Production,4143,170,256,4143,1363
Colchicum-luteum-.txt,Crop-Production,1012,60,90,1012,448
Coleus-barbatus-.txt,Crop-Production,1189,65,87,1189,493
Commiphora-wightii.txt,Crop-Production,1372,62,94,1372,575
Components-of-IPM.txt,Crop-Production,1686,97,111,1686,624
Comprehensive-Weather-Reports.txt,Crop-Production,375,18,37,375,178
Coriander-Beneficial-insects-.txt,Crop-Production,33,1,23,33,28
Coriander-Crop-Stage-Wise-IPM.txt,Crop-Production,1068,54,167,1068,450
Coriander-Diseases.txt,Crop-Production,643,33,96,643,283
Coriander-Insect-Pests.txt,Crop-Production,2225,114,156,2225,832
Coriander-Pests.txt,Crop-Production,259,11,56,259,160
Cotton.txt,Crop-Production,320,13,26,320,172
Cowpea.txt,Crop-Production,1841,80,138,1841,700
Crataegus-oxyacantha-.txt,Crop-Production,1120,67,151,1120,507
Critical-factors-to-be-considered-for-selection-of-crops.txt,Crop-Production,900,67,112,900,344
Crop-regulation-in-guava.txt,Crop-Production,585,27,26,585,264
Crop-stage-wise-IPM-for-Curry-Leaf.txt,Crop-Production,789,29,138,789,382
Cropping-systems-involving-pulses.txt,Crop-Production,2226,77,161,2226,837
Cucurbitaceous-Vegetable-Diseases.txt,Crop-Production,705,14,128,705,343
Cucurbitaceous-Vegetable-Pests-.txt,Crop-Production,440,12,58,440,211
Cultivation-of-large-cardamon-in-Sikkim.txt,Crop-Production,2978,151,112,2978,1000
Cumin--Diseases-and-Symptoms.txt,Crop-Production,587,25,78,587,282
Cumin--Insect-and-Nematode-Pests-Management.txt,Crop-Production,2014,113,130,2014,711
Cumin--Natural-Enemies-.txt,Crop-Production,75,1,32,75,43
Cumin-Crop-Stage-wise-IPM.txt,Crop-Production,1332,34,85,1332,504
Cumin-Pests-.txt,Crop-Production,338,11,62,338,194
Curry-Leaf-Pests.txt,Crop-Production,291,12,52,291,166
Curryleaf-Pests-and-Diseases.txt,Crop-Production,951,46,119,951,402
Custard-Apple--Crop-stage-wise-IPM.txt,Crop-Production,1927,90,134,1927,623
Custard-Apple-Diseases-.txt,Crop-Production,552,26,77,552,284
Custard-Apple-Insect-management.txt,Crop-Production,802,43,76,802,387
Custard-Apple-Pests.txt,Crop-Production,319,16,63,319,196
Desert-Locust-damage-in-India.txt,Crop-Production,1358,50,58,1358,526
Diseases-of-Litchi-and-their-management.txt,Crop-Production,1268,68,56,1268,498
Dragon-Fruit.txt,Crop-Production,1858,93,82,1858,762
Drought-Management.txt,Crop-Production,731,33,56,731,322
Drumstick-Crop-Stage-Wise-IPM.txt,Crop-Production,595,19,107,595,323
Drumstick-Insect-Pests.txt,Crop-Production,437,26,71,437,220
Drumstick-Pests.txt,Crop-Production,328,13,59,328,176
Ecological-Engineering-for-Pest-Management.txt,Crop-Production,489,20,41,489,255
Effects-of-climate-change-on-insect-pests-dynamics.txt,Crop-Production,2091,103,53,2091,797
Fall-Armyworm-.txt,Crop-Production,959,53,68,959,454
FAQs-on-locusts.txt,Crop-Production,1814,85,109,1814,646
Fennel--Crop-stage-wise-IPM.txt,Crop-Production,1295,38,98,1295,513
Fennel--Diseases-and-Symptoms.txt,Crop-Production,888,42,140,888,349
Fennel--Insect-Pests-Management.txt,Crop-Production,1684,104,107,1684,603
Fennel--Natural-Enemies.txt,Crop-Production,90,3,32,90,55
Fennel-Pests.txt,Crop-Production,285,13,53,285,174
Fenugreek-Beneficial-Insects.txt,Crop-Production,35,1,23,35,29
Fenugreek-Crop-Stage-Wise-IPM.txt,Crop-Production,966,47,234,966,385
Fenugreek-Insect-Pests.txt,Crop-Production,1322,77,120,1322,560
Fenugreek-Pests.txt,Crop-Production,321,11,51,321,190
Fenugreek.txt,Crop-Production,1889,86,309,1889,623
Field-Pea.txt,Crop-Production,768,37,108,768,394
Fig-Crop-Stage-Wise-IPM.txt,Crop-Production,1920,81,421,1920,777
Fig-Diseases.txt,Crop-Production,1294,71,184,1294,464
Fig-insect-pests.txt,Crop-Production,1806,82,151,1806,701
Fig-Pests.txt,Crop-Production,499,15,84,499,249
Fig.txt,Crop-Production,1807,87,147,1807,726
Foxtail-millet--.txt,Crop-Production,587,26,142,587,291
French-Beans.txt,Crop-Production,1526,82,141,1526,682
From-Green-to-MICROGREEN--Changing-tastes-of-human-menu.txt,Crop-Production,910,35,41,910,440
Garden-Lablab.txt,Crop-Production,740,43,64,740,377
Garlic--Crop-Stage-wise-IPM.txt,Crop-Production,2162,120,102,2162,684
Garlic--Diseases-and-Symptoms.txt,Crop-Production,1407,75,197,1407,494
Garlic--Insect-and-Mite-Pests-Management.txt,Crop-Production,1682,102,97,1682,618
Garlic--Natural-Enemies.txt,Crop-Production,825,26,45,825,248
Garlic--Nutritional-Deficiencies-Disorders.txt,Crop-Production,906,53,45,906,375
Garlic-Pests-.txt,Crop-Production,592,26,87,592,288
Gerbera.txt,Crop-Production,1724,92,121,1724,696
Ginger--Crop-Stage-wise-IPM.txt,Crop-Production,1726,72,90,1726,550
Ginger--Diseases-and-Symptoms.txt,Crop-Production,984,54,136,984,358
Ginger--Insect-and-Nematode-Pests-Management.txt,Crop-Production,1252,76,130,1252,495
Ginger--Natural-Enemies.txt,Crop-Production,507,20,42,507,250
Ginger-Pests.txt,Crop-Production,470,25,85,470,246
Ginger.txt,Crop-Production,4956,216,337,4956,1491
Grapes--Crop-Stage-wise-IPM.txt,Crop-Production,3574,132,209,3574,1064
Grapes--Diseases-and-Symptoms.txt,Crop-Production,1997,119,242,1997,559
Grapes--Insect-Pests-Management.txt,Crop-Production,3029,160,219,3029,1018
Grapes-Pests.txt,Crop-Production,538,20,87,538,284
Grapes.txt,Crop-Production,3406,179,458,3406,1075
Green-SIM-cards-for-farmers.txt,Crop-Production,250,19,19,250,146
Guava--Crop-Stage-wise-IPM.txt,Crop-Production,2096,91,96,2096,678
Guava--Diseases-and-symptoms.txt,Crop-Production,1363,79,150,1363,522
Guava--Insect-and-Pest-Management.txt,Crop-Production,1515,84,152,1515,620
Guava-Pests.txt,Crop-Production,563,25,94,563,298
Guava-production-practices.txt,Crop-Production,1010,15,87,1010,480
Horse-gram.txt,Crop-Production,1207,64,105,1207,539
Horsegram-Crop-Stage-Wise-IPM.txt,Crop-Production,564,27,153,564,283
Horsegram-Diseases.txt,Crop-Production,834,39,118,834,355
Horsegram-Insect-Pests.txt,Crop-Production,572,24,58,572,309
Horsegram-Pests.txt,Crop-Production,240,14,49,240,153
Hybrids-and-varieties-of-grain-sorghum-for-kharif.txt,Crop-Production,938,22,353,938,374
ICAR-Agro-advisory-for-Kharif-.txt,Crop-Production,215,9,17,215,129
ICAR-Rabi-season-Agro-Advisory-for-Arunachal-Pradesh.txt,Crop-Production,3325,185,172,3325,1109
ICAR-Rabi-season-Agro-Advisory-for-Assam.txt,Crop-Production,2177,111,101,2177,726
ICAR-Rabi-season-Agro-Advisory-for-Chattisgarh.txt,Crop-Production,4899,238,188,4899,1417
ICAR-Rabi-season-Agro-Advisory-for-Himachal-Pradesh.txt,Crop-Production,3457,120,120,3457,1029
ICAR-Rabi-season-Agro-Advisory-for-Jharkhand.txt,Crop-Production,3227,151,142,3227,1213
ICAR-Rabi-season-Agro-Advisory-for-Karnataka.txt,Crop-Production,3900,161,241,3900,1246
ICAR-Rabi-season-Agro-Advisory-for-Kerala.txt,Crop-Production,2570,124,114,2570,872
ICAR-Rabi-season-Agro-Advisory-for-Ladakh.txt,Crop-Production,1454,64,175,1454,681
ICAR-Rabi-season-Agro-Advisory-for-Lakshadweep-Islands.txt,Crop-Production,929,51,52,929,443
ICAR-Rabi-season-Agro-Advisory-for-Maharashtra.txt,Crop-Production,3249,156,136,3249,915
ICAR-Rabi-season-Agro-Advisory-for-Manipur.txt,Crop-Production,2638,120,158,2638,1031
ICAR-Rabi-season-Agro-Advisory-for-Meghalaya.txt,Crop-Production,2366,121,155,2366,953
ICAR-Rabi-season-Agro-Advisory-for-Nagaland.txt,Crop-Production,1750,67,103,1750,697
ICAR-Rabi-season-Agro-Advisory-for-Odisha.txt,Crop-Production,2819,133,175,2819,921
ICAR-Rabi-season-Agro-Advisory-for-Punjab.txt,Crop-Production,3295,128,216,3295,926
ICAR-Rabi-season-Agro-Advisory-for-Sikkim.txt,Crop-Production,1334,66,106,1334,525
ICAR-Rabi-season-Agro-Advisory-for-Telangana.txt,Crop-Production,4016,189,168,4016,1162
ICAR-Rabi-season-Agro-Advisory-for-Tripura.txt,Crop-Production,2194,101,114,2194,749
ICAR-Rabi-season-Agro-Advisory-for-Uttarakhand.txt,Crop-Production,3068,134,148,3068,984
ICAR-Rabi-season-Agro-Advisory-for-West-Bengal.txt,Crop-Production,2617,126,148,2617,920
ICAR-Rabi-season-Agro-Advisory-Mizoram.txt,Crop-Production,1975,96,129,1975,766
Identification-and-Management-of-Fall-Armyworm-.txt,Crop-Production,2067,111,161,2067,782
INM-for-Sugarcane.txt,Crop-Production,437,16,24,437,199
INM-in-Maize.txt,Crop-Production,873,40,78,873,425
Insect-Pest-of-Bael-in-Hot-Arid-Region.txt,Crop-Production,434,26,49,434,258
Insect-pest-of-Ber-in-Hot-Arid-Region.txt,Crop-Production,2604,132,218,2604,943
Insect-Pest-of-Citrus-in-Hot-Arid-Region.txt,Crop-Production,329,21,43,329,197
Insect-Pest-of-Ker-in-Hot-Arid-Region.txt,Crop-Production,254,12,26,254,150
Insect-Pest-of-Kinnow-in-Hot-Arid-Region.txt,Crop-Production,210,12,27,210,131
Insect-Pest-of-Lasora-in-Hot-Arid-Region.txt,Crop-Production,304,16,29,304,167
Insect-Pest-os-Aonla-in-Hot-Arid-Region.txt,Crop-Production,186,12,33,186,130
Insect-Pests-of-Date-Palm-in-Arid-Region.txt,Crop-Production,565,25,50,565,286
Insect-pests-of-linseed-and-their-seasonal-incidence-.txt,Crop-Production,1168,53,69,1168,498
Insect-pests-of-tree-spices-and-their-management.txt,Crop-Production,1573,87,136,1573,475
Integrated-Parthenium-Management.txt,Crop-Production,1269,68,83,1269,552
Inter-cultivation-of-ornamentals-in-coconut-gardens.txt,Crop-Production,1456,79,47,1456,568
IPM-for-sunflower.txt,Crop-Production,3302,192,215,3302,1125
IPM-practices-for-insect-pests-in-Castor.txt,Crop-Production,741,23,52,741,325
IPM-Strategies-for-Brinjal.txt,Crop-Production,1095,56,104,1095,540
IPM-Strategies-for-Okra.txt,Crop-Production,777,38,85,777,394
Jack-Fruit-Diseases-.txt,Crop-Production,657,33,86,657,311
JackFruit-Beneficial-insects.txt,Crop-Production,33,1,19,33,28
Jackfruit-Crop-Stage-Wise-IPM.txt,Crop-Production,1410,64,276,1410,565
Jackfruit-Insect-Pests.txt,Crop-Production,1907,96,162,1907,695
Jackfruit-Pests.txt,Crop-Production,451,16,71,451,218
Jamun.txt,Crop-Production,841,54,43,841,375
Jasmine.txt,Crop-Production,1826,94,114,1826,695
Kinnow-Diseases.txt,Crop-Production,1245,59,56,1245,535
Kinnow-Insect-Pests.txt,Crop-Production,1723,92,108,1723,646
Kiwi-Beneficial-Insects.txt,Crop-Production,29,1,15,29,25
Kiwi-Crop-Stage-Wise-IPM.txt,Crop-Production,1302,56,239,1302,579
Kiwi-Diseases.txt,Crop-Production,632,31,99,632,292
Kiwi-Insect--Pests.txt,Crop-Production,1768,100,149,1768,687
Kiwi-Pests.txt,Crop-Production,405,11,66,405,213
Kodo-millet.txt,Crop-Production,718,37,86,718,339
Lablab-Beneficial-Insects.txt,Crop-Production,32,1,19,32,27
Lablab-Crop-Stage-Wise-IPM.txt,Crop-Production,1279,47,248,1279,551
Lablab-Diseases.txt,Crop-Production,981,57,129,981,408
Lablab-Insect-Pests.txt,Crop-Production,2144,110,200,2144,759
Lablab-Pests.txt,Crop-Production,328,10,54,328,185
Large-cardamom---Diseases-and-Symptoms.txt,Crop-Production,492,23,66,492,234
Large-cardamom--Crop-Stage-wise-IPM.txt,Crop-Production,1372,60,94,1372,521
Large-cardamom-Pests.txt,Crop-Production,506,15,82,506,244
Lathyrus.txt,Crop-Production,983,55,74,983,459
Lentil-(Rabi)-.txt,Crop-Production,1157,58,103,1157,508
Lentil-Benificial-Insects.txt,Crop-Production,27,1,17,27,23
Lentil-Crop-Stage-Wise-IPM.txt,Crop-Production,691,23,182,691,323
Lentil-Diseases.txt,Crop-Production,1012,47,135,1012,399
Lentil-Insect-Pests.txt,Crop-Production,990,61,94,990,435
Lentil-Pests.txt,Crop-Production,373,16,59,373,206
Linseed.txt,Crop-Production,1446,82,69,1446,601
Litchi--Integrated-Management-of-Litchi-Mite.txt,Crop-Production,457,21,34,457,237
Litchi--Management-of-Fruit-and-Shoot-Borer.txt,Crop-Production,736,28,45,736,339
Litchi--Package-of-Practices-for-Organic-Litchi-Production.txt,Crop-Production,2456,105,106,2456,881
Litchi-Beneficial-insects.txt,Crop-Production,28,1,15,28,24
Litchi-crop-stage-wise-IPM-.txt,Crop-Production,1858,89,311,1858,724
Litchi-Diseases.txt,Crop-Production,362,21,39,362,194
Litchi-Insect-Pests.txt,Crop-Production,1273,56,104,1273,512
Litchi-Pests.txt,Crop-Production,406,23,70,406,189
Litchi-production-practices-in-Nagaland.txt,Crop-Production,1763,89,136,1763,736
Little-Millet.txt,Crop-Production,410,14,104,410,223
Locust-Control-And-Plant-Protection.txt,Crop-Production,946,33,145,946,453
Loquat-Beneficial-Insects.txt,Crop-Production,30,1,19,30,27
Loquat-Crop-Stage-Wise-IPM.txt,Crop-Production,1405,64,250,1405,581
Loquat-Diseases.txt,Crop-Production,1204,58,181,1204,493
Loquat-Insect-Pests.txt,Crop-Production,2161,115,177,2161,845
Loquat-Pests.txt,Crop-Production,429,19,66,429,236
Maize.txt,Crop-Production,312,14,15,312,175
Major-Insect-Pests-of-Sesame-and-their-Management.txt,Crop-Production,825,43,68,825,354
Management-of-Storage-Insect-Pests.txt,Crop-Production,1179,50,52,1179,490
Management-practices-for-Kinnow-Pests.txt,Crop-Production,991,47,59,991,391
Managing-Fruit-Borers-of-Litchi.txt,Crop-Production,653,31,43,653,335
Mandarin-cultivation-in-Arunachal-Pradesh.txt,Crop-Production,75,3,13,75,55
Mango---pests.txt,Crop-Production,588,17,68,588,283
Mango--Crop-stage-wise-IPM.txt,Crop-Production,2394,95,115,2394,856
Mango--Diseases-and-symptoms.txt,Crop-Production,1735,88,190,1735,590
Mango--Insect-and-pest-management.txt,Crop-Production,2719,128,201,2719,923
Mating-disruption-technology-for-management-of-insect-pests.txt,Crop-Production,1741,73,67,1741,648
Mesta-.txt,Crop-Production,2577,137,122,2577,825
Ministry-of-Earth-Sciences-Mobile-App--Mausam-.txt,Crop-Production,314,13,25,314,171
Mint-Beneficial-Insects.txt,Crop-Production,25,1,15,25,22
Mint-Crop-Stage-Wise-IPM.txt,Crop-Production,933,46,205,933,410
Mint-Diseases.txt,Crop-Production,761,36,140,761,320
Mint-Insect-Pests.txt,Crop-Production,1392,76,139,1392,544
Mint-Pests.txt,Crop-Production,367,16,62,367,219
Moisture-stress-management-in-Horticulture-crops.txt,Crop-Production,1817,86,66,1817,648
Monoecious-mechanisms-in-Castor-(Ricinus-communis-L.).txt,Crop-Production,1525,74,61,1525,583
Month-wise-activities-for-orchards.txt,Crop-Production,50,3,25,50,45
Moth-bean-Crop-Stage-Wise-IPM.txt,Crop-Production,739,36,183,739,323
Moth-bean-Diseases.txt,Crop-Production,717,43,96,717,295
Moth-bean-Insect-pests.txt,Crop-Production,1113,50,112,1113,503
Moth-bean-Pests.txt,Crop-Production,309,11,58,309,171
Mustard--Crop-Stage-wise-IPM.txt,Crop-Production,1998,89,129,1998,648
Mustard--Diseases-and-Symptoms.txt,Crop-Production,797,40,125,797,317
Mustard--Insect-Pests-Management.txt,Crop-Production,1293,81,123,1293,494
Mustard--Natural-Enemies.txt,Crop-Production,534,15,50,534,230
Mustard-and-Rapeseed.txt,Crop-Production,1615,86,101,1615,641
Mustard-Pests.txt,Crop-Production,353,12,66,353,197
Nagpur-Mandarin-.txt,Crop-Production,2261,95,148,2261,894
Natural-Enemies-of-Fig-Insect-Pests.txt,Crop-Production,22,1,11,22,19
Niger-.txt,Crop-Production,1061,58,121,1061,487
Nursery-Management.txt,Crop-Production,474,23,30,474,249
Nutmeg.txt,Crop-Production,1905,99,85,1905,723
Nutrient-Deficiences-of-sunflower.txt,Crop-Production,424,34,39,424,222
Nutrient-Deficiency-Symptoms-in-Peach.txt,Crop-Production,348,26,49,348,169
Nutrient-disorders-in-Apricot.txt,Crop-Production,336,23,33,336,185
Nutritional-Deficiencies-Disorders-of-Banana.txt,Crop-Production,590,32,73,590,229
Nutritional-Deficiencies-Disorders-of-Castor.txt,Crop-Production,437,21,33,437,209
Nutritional-Deficiencies-Disorders-of-Citrus.txt,Crop-Production,500,33,61,500,216
Nutritional-Deficiencies-Disorders-of-Coconut.txt,Crop-Production,947,65,69,947,375
Nutritional-Deficiencies-Disorders-of-Fennel.txt,Crop-Production,436,24,47,436,204
Nutritional-Deficiencies-Disorders-of-Ginger.txt,Crop-Production,217,11,27,217,129
Nutritional-Deficiencies-Disorders-of-Onion.txt,Crop-Production,898,55,55,898,369
Nutritional-deficiencies-of-Custard-Apple.txt,Crop-Production,1078,82,82,1078,328
Nutritional-Deficiencies-of-Grapes.txt,Crop-Production,674,27,124,674,314
Nutritional-deficiencies-of-Guava.txt,Crop-Production,458,31,49,458,207
Nutritional-deficiencies-of-Mango.txt,Crop-Production,532,33,82,532,265
Nutritional-Deficiencies-of-Oilpalm.txt,Crop-Production,949,44,47,949,359
Nutritional-Deficiencies-of-Papaya.txt,Crop-Production,349,25,49,349,165
Nutritional-Deficiencies-of-Pine-Apple.txt,Crop-Production,364,22,61,364,180
Nutritional-Deficiencies-of-Tobacco.txt,Crop-Production,273,18,31,273,148
Nutritional-Deficiencies-of-Tomato.txt,Crop-Production,1076,64,79,1076,359
Nutritional-Deficiencies-of-Wheat.txt,Crop-Production,278,15,19,278,145
Nutritional-Disorders-of-JackFruit.txt,Crop-Production,137,13,51,137,85
Oil-palm-cultivation-practices.txt,Crop-Production,1842,102,97,1842,729
Oil-seeds.txt,Crop-Production,403,17,29,403,193
Oilpalm-Beneficial-Insects.txt,Crop-Production,26,1,13,26,23
Oilpalm-Crop-Stage-Wise-IPM.txt,Crop-Production,2373,68,324,2373,823
Oilpalm-Insect-Pests.txt,Crop-Production,1267,66,119,1267,530
Oilpalm-Pests.txt,Crop-Production,441,6,74,441,241
Onion--Crop-Stage-wise-IPM.txt,Crop-Production,2565,133,105,2565,762
Onion--Diseases-and-Symptoms.txt,Crop-Production,1656,93,234,1656,521
Onion--Insect-and-Mite-Pests-Management.txt,Crop-Production,1681,98,95,1681,613
Onion--Pests.txt,Crop-Production,617,26,88,617,293
Onion-Natural-Enemies.txt,Crop-Production,830,26,45,830,250
Onion.txt,Crop-Production,3277,162,349,3277,980
Online-_-Mobile-based-services.txt,Crop-Production,244,9,30,244,143
Organic-Farming.txt,Crop-Production,2911,141,64,2911,1038
Organic-production-practices-of-King-Chilli.txt,Crop-Production,776,40,74,776,377
Organic-strategies-to-control-mango-malformation.txt,Crop-Production,1301,48,65,1301,566
Ornamental-bananas.txt,Crop-Production,3563,167,218,3563,1104
Overview-about-Locusts.txt,Crop-Production,1023,48,67,1023,459
Overview-of-farm-machinery-for-Millets-in-India.txt,Crop-Production,2026,77,234,2026,784
Papaya---Diseases-and-Symptoms.txt,Crop-Production,876,54,104,876,397
Papaya--Crop-Stage-wise-IPM.txt,Crop-Production,2405,126,114,2405,796
Papaya-Pests.txt,Crop-Production,473,21,84,473,246
Papaya.txt,Crop-Production,118,5,9,118,78
Passion-Fruit---Crop-Stage-Wise--IPM.txt,Crop-Production,1114,58,214,1114,464
Passion-Fruit-Diseases.txt,Crop-Production,1569,90,138,1569,546
Passion-Fruit-Insect-and-Mite-Pests.txt,Crop-Production,1800,103,114,1800,681
Passion-Fruit-Pests.txt,Crop-Production,465,23,61,465,255
Pea-Beneficial-insects.txt,Crop-Production,27,1,17,27,21
Pea-Crop-Stage-Wise-IPM.txt,Crop-Production,1353,57,247,1353,552
Pea-Diseases.txt,Crop-Production,1176,61,186,1176,449
Pea-Insect-Pests.txt,Crop-Production,1214,62,140,1214,515
Pea-Pests.txt,Crop-Production,514,33,91,514,259
Peach-Beneficial--Insects.txt,Crop-Production,35,1,23,35,29
Peach-Crop-Stage-Wise-IPM-.txt,Crop-Production,2521,109,465,2521,908
Peach-cultivation.txt,Crop-Production,986,49,99,986,483
Peach-Insect-Pests.txt,Crop-Production,2962,165,189,2962,943
Peach-Pests-.txt,Crop-Production,676,24,84,676,342
Pear-Beneficial-Insects.txt,Crop-Production,35,1,17,35,29
Pear-Crop-Stage-Wise-IPM.txt,Crop-Production,2158,109,301,2158,797
Pear-Diseases.txt,Crop-Production,1763,92,188,1763,627
Pear-Insect-Pests.txt,Crop-Production,2654,153,168,2654,915
Pear-Pests.txt,Crop-Production,628,21,92,628,311
Pearl-millet---Crop-Stage-Wise-IPM.txt,Crop-Production,1349,68,83,1349,521
Pearl-millet---Diseases-and-Symptoms.txt,Crop-Production,646,33,82,646,308
Pearl-millet--Pests-Management.txt,Crop-Production,1431,84,95,1431,549
Pearl-Millet-Pests.txt,Crop-Production,338,10,67,338,196
Pearl-millet.txt,Crop-Production,1936,59,280,1936,627
Persimmon-Beneficial-insects.txt,Crop-Production,20,1,11,20,18
Persimmon-Crop-Stage-Wise-IPM.txt,Crop-Production,2162,100,335,2162,763
Persimmon-Diseases.txt,Crop-Production,616,27,128,616,265
Persimmon-Insect-Pests.txt,Crop-Production,1645,74,111,1645,658
Persimmon-Pests.txt,Crop-Production,379,14,69,379,208
